1160671,2021-07-23,1,Bruk-Bet Termalica Nieciecza,1,Stal Mielec,1,https://www.thesportsdb.com/images/media/event/thumb/3x7ewl1628432712.jpg
1160673,2021-07-23,1,Lech Poznań,0,Radomiak Radom,0,https://www.thesportsdb.com/images/media/event/thumb/vzv6o01628432713.jpg
1180965,2021-07-24,1,Górnik Łęczna,1,Cracovia Kraków,1,https://www.thesportsdb.com/images/media/event/thumb/uv69ty1628432902.jpg
1160672,2021-07-24,1,Jagiellonia Białystok,1,Lechia Gdańsk,1,https://www.thesportsdb.com/images/media/event/thumb/nid7161628432713.jpg
1160674,2021-07-24,1,Legia Warszawa,1,Wisła Płock,0,https://www.thesportsdb.com/images/media/event/thumb/ce453z1628432714.jpg
1160675,2021-07-25,1,Piast Gliwice,2,Raków Częstochowa,3,https://www.thesportsdb.com/images/media/event/thumb/yr3gfk1628432715.jpg
1160678,2021-07-25,1,Śląsk Wrocław,2,Warta Poznań,2,https://www.thesportsdb.com/images/media/event/thumb/swwmk01628432718.jpg
1160676,2021-07-25,1,Pogoń Szczecin,2,Górnik Zabrze,0,https://www.thesportsdb.com/images/media/event/thumb/mm7p2o1628432716.jpg
1160677,2021-07-26,1,Wisła Kraków,3,Zagłębie Lubin,0,https://www.thesportsdb.com/images/media/event/thumb/piuw4t1628432717.jpg
1180966,2021-07-30,2,Zagłębie Lubin,3,Górnik Łęczna,1,https://www.thesportsdb.com/images/media/event/thumb/m9d9001628432903.jpg
1160681,2021-07-30,2,Górnik Zabrze,1,Lech Poznań,3,https://www.thesportsdb.com/images/media/event/thumb/yp4rxv1628432721.jpg
1160685,2021-07-31,2,Stal Mielec,0,Piast Gliwice,2,https://www.thesportsdb.com/images/media/event/thumb/gkrrpf1628432724.jpg
1160679,2021-07-31,2,Bruk-Bet Termalica Nieciecza,2,Wisła Kraków,2,https://www.thesportsdb.com/images/media/event/thumb/6asoco1628432719.jpg
1160683,2021-07-31,2,Radomiak Radom,3,Legia Warszawa,1,https://www.thesportsdb.com/images/media/event/thumb/zdqlw81628432722.jpg
1160686,2021-08-01,2,Warta Poznań,1,Pogoń Szczecin,1,https://www.thesportsdb.com/images/media/event/thumb/o5y16o1628432724.jpg
1160680,2021-08-01,2,Cracovia Kraków,1,Śląsk Wrocław,2,https://www.thesportsdb.com/images/media/event/thumb/zu0e3b1628432720.jpg
1160815,2021-08-01,19,Jagiellonia Białystok,3,Raków Częstochowa,0,https://www.thesportsdb.com/images/media/event/thumb/9jpccs1628432816.jpg
1160682,2021-08-02,2,Lechia Gdańsk,1,Wisła Płock,0,https://www.thesportsdb.com/images/media/event/thumb/76h9vb1628432722.jpg
1180967,2021-08-06,3,Górnik Łęczna,0,Warta Poznań,4,https://www.thesportsdb.com/images/media/event/thumb/4t4uzt1628432903.jpg
1160689,2021-08-06,3,Lech Poznań,2,Cracovia Kraków,0,https://www.thesportsdb.com/images/media/event/thumb/kof7dp1628432727.jpg
1160688,2021-08-07,3,Jagiellonia Białystok,1,Bruk-Bet Termalica Nieciecza,0,https://www.thesportsdb.com/images/media/event/thumb/x4ar3n1628432726.jpg
1160687,2021-08-07,3,Górnik Zabrze,1,Stal Mielec,0,https://www.thesportsdb.com/images/media/event/thumb/bwgjeh1628432725.jpg
1160691,2021-08-08,3,Pogoń Szczecin,1,Piast Gliwice,0,https://www.thesportsdb.com/images/media/event/thumb/6x65nq1628432728.jpg
1160692,2021-08-08,3,Wisła Kraków,1,Raków Częstochowa,2,https://www.thesportsdb.com/images/media/event/thumb/hyjbt71628432729.jpg
1160694,2021-08-08,3,Śląsk Wrocław,1,Lechia Gdańsk,1,https://www.thesportsdb.com/images/media/event/thumb/5jyekz1628432730.jpg
1160693,2021-08-09,3,Wisła Płock,1,Radomiak Radom,0,https://www.thesportsdb.com/images/media/event/thumb/29w7pw1628432729.jpg
1160695,2021-08-13,4,Bruk-Bet Termalica Nieciecza,1,Lech Poznań,3,https://www.thesportsdb.com/images/media/event/thumb/dpcaa41628432731.jpg
1160701,2021-08-13,4,Stal Mielec,2,Wisła Kraków,1,https://www.thesportsdb.com/images/media/event/thumb/k6q4g11628432734.jpg
1160699,2021-08-14,4,Piast Gliwice,4,Wisła Płock,3,https://www.thesportsdb.com/images/media/event/thumb/gi67ba1628432733.jpg
1160698,2021-08-14,4,Lechia Gdańsk,3,Cracovia Kraków,0,https://www.thesportsdb.com/images/media/event/thumb/kgb3ts1628432732.jpg
1160702,2021-08-14,4,Warta Poznań,0,Legia Warszawa,2,https://www.thesportsdb.com/images/media/event/thumb/h52ap11628432735.jpg
1180968,2021-08-15,4,Śląsk Wrocław,0,Górnik Łęczna,0,https://www.thesportsdb.com/images/media/event/thumb/nxto4w1628432904.jpg
1160697,2021-08-15,4,Zagłębie Lubin,2,Pogoń Szczecin,0,https://www.thesportsdb.com/images/media/event/thumb/xb5s0t1628432732.jpg
1160696,2021-08-16,4,Jagiellonia Białystok,1,Górnik Zabrze,3,https://www.thesportsdb.com/images/media/event/thumb/w4mmjx1628432731.jpg
1160710,2021-08-20,5,Wisła Płock,4,Zagłębie Lubin,0,https://www.thesportsdb.com/images/media/event/thumb/wrj3661628432740.jpg
1160708,2021-08-20,5,Radomiak Radom,1,Warta Poznań,0,https://www.thesportsdb.com/images/media/event/thumb/bxh0lc1628432739.jpg
1160707,2021-08-21,5,Pogoń Szczecin,4,Stal Mielec,1,https://www.thesportsdb.com/images/media/event/thumb/f6ju3n1628432738.jpg
1160703,2021-08-21,5,Cracovia Kraków,2,Jagiellonia Białystok,1,https://www.thesportsdb.com/images/media/event/thumb/5k3ged1628432736.jpg
1180969,2021-08-21,5,Górnik Łęczna,1,Wisła Kraków,3,https://www.thesportsdb.com/images/media/event/thumb/v1gn4l1628432905.jpg
1160706,2021-08-22,5,Piast Gliwice,1,Śląsk Wrocław,1,https://www.thesportsdb.com/images/media/event/thumb/jznw3n1628432737.jpg
1160704,2021-08-22,5,Lech Poznań,2,Lechia Gdańsk,0,https://www.thesportsdb.com/images/media/event/thumb/amijyb1628432736.jpg
1180970,2021-08-27,6,Stal Mielec,2,Górnik Łęczna,0,https://www.thesportsdb.com/images/media/event/thumb/5mhav71628432905.jpg
1160716,2021-08-27,6,Warta Poznań,1,Jagiellonia Białystok,1,https://www.thesportsdb.com/images/media/event/thumb/oi8jt61628432744.jpg
1160711,2021-08-28,6,Bruk-Bet Termalica Nieciecza,1,Cracovia Kraków,2,https://www.thesportsdb.com/images/media/event/thumb/h4rwwf1628432741.jpg
1160715,2021-08-28,6,Lechia Gdańsk,2,Radomiak Radom,2,https://www.thesportsdb.com/images/media/event/thumb/cvkmpv1628432744.jpg
1160714,2021-08-28,6,Lech Poznań,1,Pogoń Szczecin,1,https://www.thesportsdb.com/images/media/event/thumb/fieort1628432743.jpg
1160712,2021-08-28,6,Górnik Zabrze,0,Piast Gliwice,1,https://www.thesportsdb.com/images/media/event/thumb/28p9yg1628432742.jpg
1160718,2021-08-29,6,Wisła Płock,1,Raków Częstochowa,1,https://www.thesportsdb.com/images/media/event/thumb/kqfjyr1628432746.jpg
1160713,2021-08-29,6,Zagłębie Lubin,1,Śląsk Wrocław,3,https://www.thesportsdb.com/images/media/event/thumb/buo5ys1628432742.jpg
1160717,2021-08-29,6,Wisła Kraków,1,Legia Warszawa,0,https://www.thesportsdb.com/images/media/event/thumb/9xlj2z1628432745.jpg
1160724,2021-09-11,7,Warta Poznań,0,Bruk-Bet Termalica Nieciecza,0,https://www.thesportsdb.com/images/media/event/thumb/nnntcs1628432750.jpg
